Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Rise of the Great Powers 1648 - 1815 (The Modern European State System),The heyday of the European states system was in the century before the First World War. How the system of five great powers in conscious equilibrium came into being is the central theme of this book.,"['Derek Mckay', 'H.M. Scott']",http://books.google.com/books/content?id=F6mQBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=F6mQBAAAQBAJ&printsec=frontcover&dq=The+Rise+of+the+Great+Powers+1648+-+1815+(The+Modern+European+State+System)&hl=&cd=1&source=gbs_api,Routledge,2014-09-19,https://play.google.com/store/books/details?id=F6mQBAAAQBAJ&source=gbs_api,['History'],1.0
The Portable Poe: 2,"Presents selected examples of fiction, poetry, literary criticism, and letters by the nineteenth-century American writer",['Edgar Allan Poe'],http://books.google.com/books/content?id=oAWfSINRcOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=oAWfSINRcOEC&q=The+Portable+Poe:+2&dq=The+Portable+Poe:+2&hl=&cd=1&source=gbs_api,Penguin (Non-Classics),1977,http://books.google.nl/books?id=oAWfSINRcOEC&dq=The+Portable+Poe:+2&hl=&source=gbs_api,['Literary Collections'],5.0
Outposts,"The New York Times bestselling author of Krakatoa and The Professor and the Madman takes readers on a quirky and charming tour of the last outpost of the British empire Originally published in 1985, Outposts is Simon Winchester’s journey to find the vanishing empire, “on which the sun never sets.” In the course of a three-year, 100,000 mile journey—from the chill of the Antarctic to the blue seas of the Caribbean, from the South of Spain and the tip of China to the utterly remote specks in the middle of gale-swept oceans—he discovered such romance and depravity, opulence and despair tht he was inspired to write what may be the last contemporary account of the British empire. Written with Winchester’s captivating style and breadth, here are conversations and anecdotes, myths and political analysis, scenery and history—a poignant and colorful record of the lingering beat of what was once the heart of the civilized world.",['Simon Winchester'],http://books.google.com/books/content?id=M_L7MyV44rUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=M_L7MyV44rUC&printsec=frontcover&dq=Outposts&hl=&cd=1&source=gbs_api,Harper Collins,2009-10-27,https://play.google.com/store/books/details?id=M_L7MyV44rUC&source=gbs_api,['History'],7.0
Raising Gifted Kids: Everything You Need to Know to Help Your Exceptional Child Thrive,"Raising an extremely bright child - quick, curious, sensitive, and introspective - is a daunting challenge. Parents need insight into their own motivations (as well as those of their children), and the courage and ability to make tough decisions about their child's development. ""Raising Gifted Kids"" will help parents understand and cope with the obstacles they face in raising a gifted child, and help them make the best choices for their son's or daughter's growth and happiness.",['Barbara Schave Klein'],http://books.google.com/books/content?id=Glai32g5WZwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Glai32g5WZwC&dq=Raising+Gifted+Kids:+Everything+You+Need+to+Know+to+Help+Your+Exceptional+Child+Thrive&hl=&cd=1&source=gbs_api,Amacom Books,2007,http://books.google.nl/books?id=Glai32g5WZwC&dq=Raising+Gifted+Kids:+Everything+You+Need+to+Know+to+Help+Your+Exceptional+Child+Thrive&hl=&source=gbs_api,['Family & Relationships'],1.0
The Handsome road,"A saga of Louisiana by an author who “belongs among those Southern novelists who are trying to interpret the South and its past in critical terms” (The New York Times). Published in the late 1930s by New York Times–bestselling author Gwen Bristow, the Plantation Trilogy is an epic series of novels that bring to life the history of Louisiana—from its settlement in the late eighteenth century to the realities of slavery and poverty to the post–World War I era—via the intertwined lives of the members of three families: the Sheramys, the Larnes, and the Upjohns. Deep Summer is the story of Puritan pioneer Judith Sheramy and adventurer Philip Larne, who marry and strive to build an empire in the Louisiana wilderness during the American Revolution. The Handsome Road tells the story of plantation mistress Ann Sheramy Larne and poor seamstress Corrie May Upjohn, who forge an unlikely bond of friendship as they struggle to survive the cataclysms of the Civil War and Reconstruction. This Side of Glory presents the story of Eleanor Upjohn, a modern young woman in the early twentieth century who marries charming Kester Larne and struggles to save the debt-ridden plantation that her husband’s ancestors founded more than one hundred years ago.",['Gwen Bristow'],http://books.google.com/books/content?id=hvycBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=hvycBwAAQBAJ&printsec=frontcover&dq=The+Handsome+road&hl=&cd=1&source=gbs_api,Open Road Media,2015-05-12,https://play.google.com/store/books/details?id=hvycBwAAQBAJ&source=gbs_api,['Fiction'],2.0
Environmental Science: Toward A Sustainable Future (8th Edition),Resource added for the Solar Energy Technology program 104824.,"['Richard T. Wright', 'Bernard J. Nebel']",http://books.google.com/books/content?id=wXjA3AUHEIYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=wXjA3AUHEIYC&q=Environmental+Science:+Toward+A+Sustainable+Future+(8th+Edition)&dq=Environmental+Science:+Toward+A+Sustainable+Future+(8th+Edition)&hl=&cd=1&source=gbs_api,Pearson Education,2002,http://books.google.nl/books?id=wXjA3AUHEIYC&dq=Environmental+Science:+Toward+A+Sustainable+Future+(8th+Edition)&hl=&source=gbs_api,['Science'],2.0
Tu Beb: desde la Concepcin hasta los 12 meses (Spanish Edition),"Een hoog IQ biedt geen garantie op een gelukkig leven; minstens even belangrijk is het EQ, het ‘emotiequotiënt’. In 'Emotionele intelligentie' laat Daniel Goleman ons kennismaken met het voelende deel van ons brein, dat zorgt voor zelfbeheersing, zelfkennis, geestdrift en het vermogen eigen emoties te herkennen en onszelf te motiveren. Emotionele vaardigheden blijken niet alleen belangrijker te zijn dan rationele, ze zijn ook van doorslaggevend belang voor succes in relaties en werk en voor ons lichamelijk welbevinden. 'Emotionele intelligentie' werd in veertig talen vertaald; wereldwijd zijn er vijf miljoen exemplaren van verkocht.",['Daniel Goleman'],http://books.google.com/books/content?id=10cvAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=10cvAgAAQBAJ&printsec=frontcover&dq=Tu+Beb:+desde+la+Concepcin+hasta+los+12+meses+(Spanish+Edition)&hl=&cd=1&source=gbs_api,Business Contact,2011-10-18,https://play.google.com/store/books/details?id=10cvAgAAQBAJ&source=gbs_api,['Business & Economics'],1.0
Kenny Doin' Just Fine,"KENNY DOIN' JUST FINE Miriam Greenfield, a proud and intellectual young woman, is stuck in the Los Angeles ghetto of Boyle Heights, where poverty and responsibility to her family stiffle all her personal ambitions and lead her further and further away from her dream of achieving a life in the world of literature. When her husband Alex is caught by the IRS in a shady business deal, Miriam is forced to go to work. Despite her vehement dislike of government charity she enters into a career as a Social Worker and gravitates to the one area where she feels she can do some good...Aid to Dependent Children. There she meets thirteen-year old Kenny Ray James the emotionally disturbed son of a drug addicted mother. Raised by an uncaring Aunt and an abusive Uncle, Kenny has become dangerously violent and is unwanted wherever Miriam places him. Psychiatric evaluations diagnose him as mentally underdeveloped and psychotic. But Miriam has seen a loving and intelligent side to Kenny and something about him reminds her of her own son. Miriam becomes determined to change the course of Kenny's life before her imminent retirement from the Department.",['Sadie Wernick Hurwitz'],http://books.google.com/books/content?id=D6WgitXrr8sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=D6WgitXrr8sC&pg=PA90&dq=Kenny+Doin%27+Just+Fine&hl=&cd=1&source=gbs_api,iUniverse,2000-12-01,http://books.google.nl/books?id=D6WgitXrr8sC&dq=Kenny+Doin%27+Just+Fine&hl=&source=gbs_api,['Fiction'],1.0
Saint Martin de Porres,The close friend of St. Rose of Lima; he became a Dominican lay brother at 15 and spent his life (died at 61) helping those in need. Many great anecdotes telling how he raised the dead; multiplied food; cured the sick; healed wounded animals; visited those in need through bilocation; did extreme penance and gained the name of Apostle of Charity; patron of social justice; father of the sick and poor and helper in hopeless cases. The Dominican Order\'s official biography of him. Truly inspiring!,"['Giuliana Cavallini', 'Caroline Holland']",http://books.google.com/books/content?id=YS1CPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=YS1CPgAACAAJ&dq=Saint+Martin+de+Porres&hl=&cd=1&source=gbs_api,Tan Books & Pub,1979-01,http://books.google.nl/books?id=YS1CPgAACAAJ&dq=Saint+Martin+de+Porres&hl=&source=gbs_api,['Biography & Autobiography'],1.0
The Bruce Lee Story,"The widow of the late martial arts star traces his life from his childhood in Hong Kong, to his education in the United States, his career as an actor, and his untimely death","['Linda Lee', 'Mike Lee']",http://books.google.com/books/content?id=2NAuMRjSUSIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=2NAuMRjSUSIC&printsec=frontcover&dq=The+Bruce+Lee+Story&hl=&cd=1&source=gbs_api,Black Belt Communications,1989,http://books.google.nl/books?id=2NAuMRjSUSIC&dq=The+Bruce+Lee+Story&hl=&source=gbs_api,['Biography & Autobiography'],3.0
Sweet Dream Baby,"Sent to live in the humidity of rural Florida with his grandparents and his sixteen-year-old Aunt Delia for the summer, twelve-year-old Travis becomes absorbed in the closed ways of small-town life. Captivated by Delia, Travis watches her attempt to find a place for herself in the socially stunted, gossip-driven town. Delia's secrets go beyond what Travis can understand, but he believes that he alone can save her--a belief that not only forces him to grow up fast, but one that builds to a dangerous and disturbing climax. In trying to free Delia from her past, Travis leads her into a shocking present and a most uncertain future. In a work at once honest, chilling and compulsively addictive, author Sterling Watson has created a time and place where rock 'n' roll hums from AM radios, steam rises from a secluded riverbed and violent summer storms threaten the peace of silent nights. Watson's characters are brought vividly to life through Travis's touching, powerful and intensely personal voice. A dark and evocative coming of age tale, Sweet Dream Baby begins steeped in innocence and ends in a dramatically different place. ""I can't remember a book that sneaked up and grabbed me the way Sweet Dream Baby did. It's a real shocker by a very good writer."" --Elmore Leonard ""Sterling Watson's Sweet Dream Baby is one of the finest novels I've read in years, an incandescent blend of gothic noir, Faulknerian dreamscape and bittersweet coming-of-age story. Months after reading it, it haunts me still."" -Dennis Lehane ""Sterling Watson's Sweet Dream Baby brings us the words and music, the tastes and smells of that special time-as well as its heartache and secret shame. I was utterly absorbed in these fierce pages."" -Fred Chappell, author of Look Back All the Green Valley ""Sweet Dream Baby is a beautiful book. Sterling Watson is surehanded and telling in a story that is as elegiac as it is gripping."" -Michael Connelly, author of Chasing the Dime ""Some delicious page-turning.""-Kirkus Reviews A Book Sense 76 Top 10 Selection Named to Top Ten Crime Books of 2002, Toronto Globe and Mail ""Watson proves himself a first-rate storyteller.""-Publishers Weekly ""A comprehensive work of art that is as thought-provoking as it is disturbing.""-Orlando Sentinel",['Sterling Watson'],http://books.google.com/books/content?id=qa6WBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=qa6WBAAAQBAJ&pg=PT217&dq=Sweet+Dream+Baby&hl=&cd=1&source=gbs_api,"Sourcebooks, Inc.",2004-02-01,https://play.google.com/store/books/details?id=qa6WBAAAQBAJ&source=gbs_api,['Fiction'],1.0
A Tally of Types,"Stanley Morison provided the impetus and judgement behind the programme of typographical revival carried through by the Monotype Corporation in the 1920s and early 1930s. The Tally is an account, historical, critical and functional, of the types cut under Morison's direction during this period.","['Stanley Morison', 'Cambridge University Press']",http://books.google.com/books/content?id=wrM8AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=wrM8AAAAIAAJ&dq=A+Tally+of+Types&hl=&cd=1&source=gbs_api,CUP Archive,1973-06-07,http://books.google.nl/books?id=wrM8AAAAIAAJ&dq=A+Tally+of+Types&hl=&source=gbs_api,['Language Arts & Disciplines'],1.0
Vino Para Dummies,"Wine enthusiasts and novices, raise your glasses! The #1 wine book has been extensively updated! If you’re a connoisseur, Wine For Dummies, Fourth Edition will get you up to speed on what’s in and show you how to take your hobby to the next level. If you’re new to the world of wine, it will clue you in on what you’ve been missing and show you how to get started. It begins with the basic types of wine, how wines are made, and more. Then it gets down to specifics: How to handle snooty wine clerks, navigate restaurant wine lists, decipher cryptic wine labels, and dislodge stubborn corks How to sniff and taste wine How to store and pour wine and pair it with food Four white wine styles: fresh, unoaked; earthy; aromatic; rich, oaky Four red wine styles: soft, fruity, and relatively light-bodied; mild-mannered, medium-bodied; spicy; powerful, full-bodied, and tannic What’s happening in the “Old World” of wine, including France, Italy, Spain, Portugal, Germany, Switzerland, Austria, Hungary, and Greece What’s how (and what’s not) in the New World of Wine, including Australia, New Zealand, Chile, Argentina, and South Africa U.S. wines from California, Oregon, Washington, and New York Bubbling beauties and medieval sweets: champagne, sparkling wines, sherry, port, and other exotic dessert wines Authors Ed McCarthy, CWE, who is a regular contributor to Wine Enthusiast and The Wine Journal and Mary Ewing-Mulligan, MW, who owns the International Wine Center in New York, have co-authored six wine books in the For Dummies series. In an easy-to-understand, unpretentious style that’s as refreshing as a glass of Chardonnay on a summer day, they provide practical information to help you enjoy wine, including: Real Deal symbols that alert you to good wines that are low in price compared to other wines of similar type, style, or quality A Vintage Wine Chart with specifics on numerous wines Info on ordering wine from out of state, collecting wine, and more Wine For Dummies, Fourth Edition is not just a great resource and reference, it’s a good read. It’s full-bodied, yet light…rich, yet crisp…robust, yet refreshing….","['Ed McCarthy', 'Mary Ewing-Mulligan']",http://books.google.com/books/content?id=RNkhL43EHWgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=RNkhL43EHWgC&pg=PA179&dq=Vino+Para+Dummies&hl=&cd=1&source=gbs_api,John Wiley & Sons,2011-03-03,http://books.google.nl/books?id=RNkhL43EHWgC&dq=Vino+Para+Dummies&hl=&source=gbs_api,['Cooking'],7.0
Healing Triangle of Light,"A complete method for bringing the healing light of the soul, the Solar angel, and the angelic healers into the physical body. taught in workshops for many years, these easy-to-learn processes have helped thousands to heal and upgrade the cells in their body.",['LaUna Huffines'],http://books.google.com/books/content?id=Y1RMEbIrdcQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Y1RMEbIrdcQC&pg=PA60&dq=Healing+Triangle+of+Light&hl=&cd=1&source=gbs_api,H J Kramer,1994-09,http://books.google.nl/books?id=Y1RMEbIrdcQC&dq=Healing+Triangle+of+Light&hl=&source=gbs_api,"['Body, Mind & Spirit']",1.0
Rakaposhi,"The western Himalayas and the Karakoram range ' earthquakes ' landslides ' the world's highest paved international highway (dangerous, too) - ethnic tensions ' ancient cultures ' staggering beauty: 'Around Rakaposhi' is an account of two and a half years of living, working, and travelling among the Muslim people of the remote yet politically sensitive regions of 'Pakistani Kashmir'.",['Brian H. Jones'],http://books.google.com/books/content?id=O7GPWbu8XKgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=O7GPWbu8XKgC&printsec=frontcover&dq=Rakaposhi&hl=&cd=1&source=gbs_api,Brian H Jones,2010-05-30,http://books.google.nl/books?id=O7GPWbu8XKgC&dq=Rakaposhi&hl=&source=gbs_api,['Travel'],1.0
Jean Paul Sartres No Exit and the Flies,"English translations of four plays which dramatize the theme of man's responsibility for his own actions, by the leader of French existentialism",['Jean-Paul Sartre'],http://books.google.com/books/content?id=FKsrcX1BAVwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=FKsrcX1BAVwC&q=Jean+Paul+Sartres+No+Exit+and+the+Flies&dq=Jean+Paul+Sartres+No+Exit+and+the+Flies&hl=&cd=1&source=gbs_api,Vintage,1976,http://books.google.nl/books?id=FKsrcX1BAVwC&dq=Jean+Paul+Sartres+No+Exit+and+the+Flies&hl=&source=gbs_api,['Drama'],22.0
The Fall and Rise of the Stately Home,"Forget glossy period dramas, here is the real story of Britain's super-rich from the First World War to the end of the 'roaring' twenties.",['Pamela Horn'],http://books.google.com/books/content?id=EZiIAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=EZiIAwAAQBAJ&pg=PT336&dq=The+Fall+and+Rise+of+the+Stately+Home&hl=&cd=1&source=gbs_api,Amberley Publishing Limited,2013-10-15,https://play.google.com/store/books/details?id=EZiIAwAAQBAJ&source=gbs_api,['History'],1.0
Wet Work,"Charley Becker, head of one of America’s biggest conglomerates, is a man on a mission. His only granddaughter, the beloved Natasha, has been found dead in her flat after taking an accidental overdose of cocaine and now he wants revenge. Determined to find the men responsible, Charley starts by tracking down Natasha’s boyfriend, Tim. Then he finds the small-time dealers who supplied him. Charley’s way of doing business leaves no room for negotiation. But ‘wet work’—the shooting of a victim from up close—is only half the story and the further up the chain Charley gets, the higher the stakes become. To nail Peru’s megalomaniac cocaine king, he will have to hire himself some hit men, a gunboat and some truly extraordinary weaponry . . .",['Christopher Buckley'],http://books.google.com/books/content?id=yPNy57rbrKUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yPNy57rbrKUC&printsec=frontcover&dq=Wet+Work&hl=&cd=1&source=gbs_api,Knopf,2011-11-16,https://play.google.com/store/books/details?id=yPNy57rbrKUC&source=gbs_api,['Fiction'],5.0
The New Revised Standard Version Bible with Apocrypha,"Though they are regularly used in both Protestant and Roman Catholic congregations, the books of the Apocrypha are difficult to find in affordable English Bibles today--until now Readers will enjoy the NRSV's contemporary, literal translation and the easy-to-read text. Churches that reference the Apocrypha in liturgy and worship will appreciate the quality and price of these outstanding editions for presentation, and outreach. Gift & Award Bible - Superior quality at an unbeatable price - Three classic colors--black, blue, and burgundy--complement any sanctuary interior - Hardcover, 1,120 pages, 51/2 x 81/2 inches - Readable 9-point type - Color maps and presentation page About the Translation Translated by a multi-denominational committee, and based on the original Hebrew, Greek, and Aramaic, the New Revised Standard Version is widely used by English-speaking congregations throughout the world. About the Apocrypha The Apocrypha is a collection of books found in the Septuagint--the Greek version of the Jewish Bible. Though not incorporated into the final, canonical version of the Hebrew scriptures, it was included in important Bible translations such as the Latin Vulgate and the original King James Version of 1611. For centuries the books of the Apocrypha have had a significant influence on Christian art, literature, and theology.",['Hendrickson Publishers'],http://books.google.com/books/content?id=EvniktHFaesC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=EvniktHFaesC&printsec=frontcover&dq=The+New+Revised+Standard+Version+Bible+with+Apocrypha&hl=&cd=1&source=gbs_api,Hendrickson Publishers,2005-08,http://books.google.nl/books?id=EvniktHFaesC&dq=The+New+Revised+Standard+Version+Bible+with+Apocrypha&hl=&source=gbs_api,['Bibles'],1.0
Pictures of the Night,"Are you a night owl looking to make stunning images of streetscapes, fireworks, or the night sky? Do you like to bend time with long exposure photography? Do star trails or lightning strikes inspire you? Then this book is for you! In Night Photography: From Snapshots to Great Shots, photographer Gabriel Biderman brings you the basics of digital night photography—exposure, composition, and light—and how to scout and capture different nocturnal locations once the sun goes down. Gabriel will help you understand the fundamentals and bring your unique artistic expression to any night situation. In this beautifully illustrated guide you will: Focus in the dark and master basic composition rules—and know when to break them Understand metering and switch to manual mode for more control over your exposure Set white balance, understand color temperature, and add flash or slow sync Explore color, light painting, and creative ways to play with light in your images Learn what gear works best for your style of shooting and strategies for operating your equipment in the dark Discover expert techniques for post-processing your nighttime images in Lightroom and Photoshop Beautifully illustrated with large, compelling photos, this book teaches you how to take control of your photography to get the image you want every time. And once you have the shot, show it off and join the book’s Flickr group: www.flickr.com/groups/night_fromsnapshotstogreatshots","['Gabriel Biderman', 'Tim Cooper']",http://books.google.com/books/content?id=1LEVAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=1LEVAgAAQBAJ&printsec=frontcover&dq=Pictures+of+the+Night&hl=&cd=1&source=gbs_api,Peachpit Press,2013-11-13,https://play.google.com/store/books/details?id=1LEVAgAAQBAJ&source=gbs_api,['Photography'],1.0
A Kids' Guide to Building Forts,"Presents a brief history of forts, step-by-step instructions for building indoor and outdoor forts, hints on where to obtain materials, and safety tips.","['Tom Birdseye', 'Bill Klein']",http://books.google.com/books/content?id=G2EpHXKRgSAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=G2EpHXKRgSAC&printsec=frontcover&dq=A+Kids%27+Guide+to+Building+Forts&hl=&cd=1&source=gbs_api,Rowman & Littlefield,1993,http://books.google.nl/books?id=G2EpHXKRgSAC&dq=A+Kids%27+Guide+to+Building+Forts&hl=&source=gbs_api,['Juvenile Nonfiction'],1.0
ZOMBIE LOVER (XANTH),"Something’s rotten in the land of Xanth—and it’s not just the undead—in this “cheeky” adventure in the New York Times–bestselling series (Publishers Weekly). Horrors and hilarity collide as a fate far worse than death awaits a vivacious young visitor to “the Florida-shaped fantasy land where anything goes and the puns pack every page” (Kirkus Reviews). Breanna, a beautiful young newcomer to the enchanted land of Xanth, must deal with a distressing dilemma. She has unwittingly attracted the affections of King Xeth, ruler of Xanth’s Zombies, who yearns to make her queen of the undead! Her quest to preserve her innocence, and find her destiny, takes her on an exhilarating excursion packed with perils, puzzles, and piles of puns. Zombie Lover will provide a profusion of macabre merriment.",['Piers Anthony'],http://books.google.com/books/content?id=dNGwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=dNGwDwAAQBAJ&printsec=frontcover&dq=ZOMBIE+LOVER+(XANTH)&hl=&cd=1&source=gbs_api,Open Road Media,2019-11-05,https://play.google.com/store/books/details?id=dNGwDwAAQBAJ&source=gbs_api,['Fiction'],3.0
Mediating Dangerously: The Frontiers of Conflict Resolution,"Sometimes it's necessary to push beyond the usual limits of themediation process to achieve deeper and more lasting change.Mediating Dangerously shows how to reach beyond technical andtraditional intervention to the outer edges and dark places ofdispute resolution, where risk taking is essential and fundamentalchange is the desired result. It means opening wounds and lookingbeneath the surface, challenging comfortable assumptions, andexploring dangerous issues such as dishonesty, denial, apathy,domestic violence, grief, war, and slavery in order to reach adeeper level of transformational change. Mediating Dangerously shows conflict resolution professionals howto advance beyond the traditional steps, procedures, and techniquesof mediation to unveil its invisible heart and soul and to revealthe subtle and sensitive engine that drives the process of personaland organizational transformation. This book is a major newcontribution to the literature of conflict resolution that willinspire and educate professionals in the field for years to come.",['Kenneth Cloke'],http://books.google.com/books/content?id=t2Bh1B_CK1cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=t2Bh1B_CK1cC&printsec=frontcover&dq=Mediating+Dangerously:+The+Frontiers+of+Conflict+Resolution&hl=&cd=1&source=gbs_api,John Wiley & Sons,2002-02-28,https://play.google.com/store/books/details?id=t2Bh1B_CK1cC&source=gbs_api,['Family & Relationships'],1.0
Lenin's Tomb: The Last Days of the Soviet Empire,"Winner of the Pulitzer Prize One of the Best Books of the Year: The New York Times From the editor of The New Yorker: a riveting account of the collapse of the Soviet Union, which has become the standard book on the subject. Lenin’s Tomb combines the global vision of the best historical scholarship with the immediacy of eyewitness journalism. Remnick takes us through the tumultuous 75-year period of Communist rule leading up to the collapse and gives us the voices of those who lived through it, from democratic activists to Party members, from anti-Semites to Holocaust survivors, from Gorbachev to Yeltsin to Sakharov. An extraordinary history of an empire undone, Lenin’s Tomb stands as essential reading for our times.",['David Remnick'],http://books.google.com/books/content?id=dEvoAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=dEvoAgAAQBAJ&printsec=frontcover&dq=Lenin%27s+Tomb:+The+Last+Days+of+the+Soviet+Empire&hl=&cd=1&source=gbs_api,Vintage,2014-04-02,https://play.google.com/store/books/details?id=dEvoAgAAQBAJ&source=gbs_api,['History'],6.0
"Reporting World War II, Part 1: American Journalism, 1938-1944 (Library of America)","Includes the work of nearly ninety writers, including Ernie Pyle, Martha Gellhorn, A.J. Liebling, and Edward R. Murrow, capturing the urgency of events as they happened","['Samuel Hynes', 'Anne Matthews', 'Nancy Caldwell Sorel']",http://books.google.com/books/content?id=zssNAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=zssNAQAAMAAJ&q=Reporting+World+War+II,+Part+1:+American+Journalism,+1938-1944+(Library+of+America)&dq=Reporting+World+War+II,+Part+1:+American+Journalism,+1938-1944+(Library+of+America)&hl=&cd=1&source=gbs_api",Library of America Classic Jou,1995-09,"http://books.google.nl/books?id=zssNAQAAMAAJ&dq=Reporting+World+War+II,+Part+1:+American+Journalism,+1938-1944+(Library+of+America)&hl=&source=gbs_api",['History'],5.0
Crisis and faith,"Late pastor Ron Dunn's acclaimed book clarifies the differences between true and counterfeit faith, showing faith's rewards to be more about experiencing God's presence than in earthly blessings.",['Ron Dunn'],http://books.google.com/books/content?id=lRdkAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=lRdkAgAAQBAJ&printsec=frontcover&dq=Crisis+and+faith&hl=&cd=1&source=gbs_api,B&H Publishing Group,2013-06,http://books.google.nl/books?id=lRdkAgAAQBAJ&dq=Crisis+and+faith&hl=&source=gbs_api,['Religion'],3.0
Hunters & Shooters,"The third novel in the Earth's Children series, Jean M. Auel's internationally bestselling epic of life 25,000 years ago when two kinds of human beings, Neanderthal and Cro-Magnon, shared the earth. Leaving the valley of horses with Jondalar, the handsome man she has nursed back to health and come to love, Ayla embarks on a journey that will lead her to the Mamutoi, the Mammoth Hunters, who are Others like her. As she settles into this new life among a people at first strange and disturbingly different, soon Ayla begins to feel at home, finally leaving her painful memories of the Clan behind and finding female friends. Yet Ayla is also drawn to Ranec, the dark-skinned, magnetic master-carver of ivory. Ayla must choose: remain with Ranec and the Mamutoi, or follow Jondalar into the unknown . . . Set 25,000 years in the past, yet utterly relatable today, The Mammoth Hunters is an epic tale of love, identity and the struggle to survive, rich in detail of language, culture, myth and ritual. Praise for Jean M. Auel 'Beautiful, exciting, imaginative' New York Times 'A major bestseller . . . A remarkable work of imagination' Daily Express",['Jean M. Auel'],http://books.google.com/books/content?id=cttqFNWgrb0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=cttqFNWgrb0C&printsec=frontcover&dq=Hunters&hl=&cd=1&source=gbs_api,Hachette UK,2010-12-21,https://play.google.com/store/books/details?id=cttqFNWgrb0C&source=gbs_api,['Fiction'],2.0
The Brethren A Tale Of The Crusades,"This novel by Sir H. Rider Haggard, is a classic tale of love and chivalry, unfolding amidst the touching story of two English knights who are in love with the same maiden. The devotion of these men is tested as they are thrust into epic crusader battles.",['H. Rider Haggard'],http://books.google.com/books/content?id=Hs-nQbwt0k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Hs-nQbwt0k8C&printsec=frontcover&dq=The+Brethren+A+Tale+Of+The+Crusades&hl=&cd=1&source=gbs_api,Christian Liberty Press,2004,http://books.google.nl/books?id=Hs-nQbwt0k8C&dq=The+Brethren+A+Tale+Of+The+Crusades&hl=&source=gbs_api,['Juvenile Fiction'],8.0
